STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/13/2011,,,,,0.2,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/14/2011,,,,,0.13,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/15/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/16/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/17/2011,,,,,0.03,",,Z,0700",0,"T,,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/18/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/19/2011,,,,,0.03,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/20/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/21/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/22/2011,,,,,0.2,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/23/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/24/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/25/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/26/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/27/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/28/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/29/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/30/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,3/31/2011,,,,,0,"T,,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/1/2011,,,,,0.04,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/2/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/3/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/4/2011,,,,,0.17,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/5/2011,,,,,0.78,",,Z,0700",0,"T,,Z,0700",0,"T,,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/6/2011,,,,,0.04,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/7/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/8/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/9/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/10/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/11/2011,,,,,0.13,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/12/2011,,,,,0.1,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/13/2011,,,,,0.5,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/14/2011,,,,,0.44,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/15/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/16/2011,,,,,0.05,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/17/2011,,,,,0.63,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/18/2011,,,,,0.1,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/19/2011,,,,,0.05,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/20/2011,,,,,0.92,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/21/2011,,,,,0.14,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/22/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/23/2011,,,,,0.2,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/24/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/25/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/26/2011,,,,,0.38,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/27/2011,,,,,0.87,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/28/2011,,,,,0.6,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/29/2011,,,,,0.04,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,4/30/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/1/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/2/2011,,,,,0.03,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/3/2011,,,,,0.6,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/4/2011,,,,,1,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/5/2011,,,,,0.11,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/6/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/7/2011,,,,,0.04,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/8/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/9/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/10/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/11/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/12/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/13/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/14/2011,,,,,0.2,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/15/2011,,,,,1.3,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/16/2011,,,,,1.1,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/17/2011,,,,,0.37,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/18/2011,,,,,0.03,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/19/2011,,,,,0.18,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/20/2011,,,,,0.04,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/21/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/22/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/23/2011,,,,,0.18,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/24/2011,,,,,0.14,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/25/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/26/2011,,,,,0.03,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/27/2011,,,,,0.78,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/28/2011,,,,,0.4,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/29/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/30/2011,,,,,0.15,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,5/31/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/1/2011,,,,,0.02,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/2/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/3/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/4/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/5/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/6/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/7/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/8/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/9/2011,,,,,0.19,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/10/2011,,,,,0.04,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/11/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/12/2011,,,,,0.65,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/13/2011,,,,,0.05,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/14/2011,,,,,0.06,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/15/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/16/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/17/2011,,,,,0.1,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/18/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/19/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/20/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/21/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/22/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/23/2011,,,,,0.61,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/24/2011,,,,,0.5,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/25/2011,,,,,1,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/26/2011,,,,,0.1,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/27/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/28/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/29/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,6/30/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/1/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/2/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/3/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/4/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/5/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/6/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/7/2011,,,,,0.19,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/8/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/9/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/10/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/11/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/12/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/13/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/14/2011,,,,,0.06,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5,7/15/2011,,,,,0,",,Z,0700",0,",,Z,0700",0,",,Z,0700",,,,,,,,,,,,,,,,,,,,,,
